year_month,product,price,category
202111,Lettuce,4.25,Vegetable
202111,Green pepper,6.86,Vegetable
202111,Cauliflower,7.32,Vegetable
202111,Ginger,6.58,Vegetable
202111,Mushroom,11.49,Vegetable
202111,Garlic moss,8.41,Vegetable
202111,Oyster Mushroom,7.11,Vegetable
202111,Scallion,6.32,Vegetable
202111,Chinese chives,6.23,Vegetable
202111,Zucchini,5.31,Vegetable
202111,Cabbage,3.77,Vegetable
202111,Rape,4.68,Vegetable
202111,Spinach,8.28,Vegetable
202111,Winter melon,2.21,Vegetable
202111,Garlic,8.11,Vegetable
202111,Glass lettuce,6.45,Vegetable
202111,Lotus root,6.61,Vegetable
202111,Pumpkin,2.58,Vegetable
202111,Onion,2.66,Vegetable
202111,Chinese cabbage,2.51,Vegetable
202111,Potato,2.39,Vegetable
202110,Celery,5.13,Vegetable
202110,Tomato,4.54,Vegetable
202110,Beans,7.85,Vegetable
202110,White radish,2.66,Vegetable
202110,Eggplant,4.87,Vegetable
202110,Carrot,2.56,Vegetable
202110,Cucumber,7.18,Vegetable
202110,Lettuce,4.37,Vegetable
202110,Green pepper,4.68,Vegetable
202110,Cauliflower,5.11,Vegetable
202110,Ginger,6.89,Vegetable
202110,Mushroom,11.64,Vegetable
202110,Garlic moss,7.72,Vegetable
202110,Oyster Mushroom,8.02,Vegetable
202110,Scallion,4.79,Vegetable
202110,Chinese chives,5.28,Vegetable
202110,Zucchini,5.32,Vegetable
202110,Cabbage,2.81,Vegetable
202110,Rape,4.94,Vegetable
202110,Spinach,9.72,Vegetable
202110,Winter melon,1.7,Vegetable
202110,Garlic,7.7,Vegetable
202110,Glass lettuce,5.85,Vegetable
202110,Lotus root,6.86,Vegetable
202110,Pumpkin,2.2,Vegetable
202110,Onion,2.36,Vegetable
202110,Chinese cabbage,2.07,Vegetable
202110,Potato,2.19,Vegetable
202109,Celery,4.49,Vegetable
202109,Tomato,4.06,Vegetable
202109,Beans,6.01,Vegetable
202109,White radish,1.79,Vegetable
202109,Eggplant,3.39,Vegetable
202109,Carrot,2.33,Vegetable
202109,Cucumber,4,Vegetable
202109,Lettuce,4.01,Vegetable
202109,Green pepper,3.93,Vegetable
202109,Cauliflower,4.48,Vegetable
202109,Ginger,7.45,Vegetable
202109,Mushroom,11.36,Vegetable
202109,Garlic moss,7.24,Vegetable
202109,Oyster Mushroom,7.86,Vegetable
202109,Scallion,3.89,Vegetable
202109,Chinese chives,4.15,Vegetable
202109,Zucchini,3.47,Vegetable
202109,Cabbage,1.97,Vegetable
202109,Rape,3.95,Vegetable
202109,Spinach,6.69,Vegetable
202109,Winter melon,1.49,Vegetable
202109,Garlic,7.29,Vegetable
202109,Glass lettuce,5.07,Vegetable
202109,Lotus root,7.3,Vegetable
202109,Pumpkin,2.13,Vegetable
202109,Onion,2.3,Vegetable
202109,Chinese cabbage,1.91,Vegetable
202109,Potato,2.12,Vegetable
202308,Big hairtail,37.93,Aquatic products
202308,Silver carp,9.3,Aquatic products
202308,Big croaker,43.37,Aquatic products
202308,Grass carp,15.96,Aquatic products
202308,Carp,14.19,Aquatic products
202308,Bighead carp,17.46,Aquatic products
202308,Crucian carp,19.31,Aquatic products
202307,Big croaker,42.07,Aquatic products
202307,Grass carp,15.95,Aquatic products
202307,Crucian carp,18.86,Aquatic products
202307,Bighead carp,17.34,Aquatic products
202307,Big hairtail,37.7,Aquatic products
202307,Carp,14.23,Aquatic products
202307,Silver carp,9.05,Aquatic products
202306,Silver carp,9.17,Aquatic products
202306,Crucian carp,18.53,Aquatic products
202306,Carp,14.23,Aquatic products
202306,Grass carp,16.06,Aquatic products
202306,Big croaker,42.5,Aquatic products
202306,Big hairtail,37.93,Aquatic products
202306,Bighead carp,17.72,Aquatic products
202305,Silver carp,9.06,Aquatic products
202305,Carp,13.35,Aquatic products
202305,Bighead carp,17.3,Aquatic products
202305,Crucian carp,18.14,Aquatic products
202305,Big croaker,42.08,Aquatic products
202305,Grass carp,15.75,Aquatic products
202305,Big hairtail,38.19,Aquatic products
202304,Bighead carp,16.83,Aquatic products
202304,Carp,12.89,Aquatic products
202304,Big hairtail,38.5,Aquatic products
202304,Grass carp,15.29,Aquatic products
202304,Silver carp,8.87,Aquatic products
202304,Big croaker,42.25,Aquatic products
202304,Crucian carp,17.84,Aquatic products
202303,Big croaker,41.77,Aquatic products
202303,Carp,12.99,Aquatic products
202303,Big hairtail,39.16,Aquatic products
202303,Crucian carp,17.69,Aquatic products
202303,Bighead carp,16.38,Aquatic products
202303,Silver carp,9.08,Aquatic products
202303,Grass carp,15.41,Aquatic products
202302,Big hairtail,39.04,Aquatic products
202302,Crucian carp,18.25,Aquatic products
202302,Silver carp,9.42,Aquatic products
202302,Carp,13.54,Aquatic products
202302,Bighead carp,16.68,Aquatic products
202302,Big croaker,42.04,Aquatic products
202302,Grass carp,15.9,Aquatic products
202301,Grass carp,16.47,Aquatic products
202301,Silver carp,9.66,Aquatic products
202301,Carp,13.84,Aquatic products
202301,Bighead carp,16.65,Aquatic products
202301,Big hairtail,38.41,Aquatic products
202301,Crucian carp,18.98,Aquatic products
202301,Big croaker,42.68,Aquatic products
202212,Bighead carp,16.48,Aquatic products
202212,Big hairtail,37.28,Aquatic products
202212,Carp,13.76,Aquatic products
202212,Big croaker,42.69,Aquatic products
202212,Crucian carp,19.03,Aquatic products
202212,Grass carp,16.39,Aquatic products
202212,Silver carp,9.62,Aquatic products
202211,Big hairtail,37.07,Aquatic products
202211,Grass carp,16.6,Aquatic products
202211,Crucian carp,18.95,Aquatic products
202211,Silver carp,9.45,Aquatic products
202211,Big croaker,41.58,Aquatic products
202211,Carp,13.99,Aquatic products
202211,Bighead carp,16.83,Aquatic products
202210,Crucian carp,19.61,Aquatic products
202210,Carp,14.34,Aquatic products
202210,Bighead carp,17.82,Aquatic products
202210,Big hairtail,38.16,Aquatic products
202210,Big croaker,43.52,Aquatic products
202210,Silver carp,9.47,Aquatic products
202210,Grass carp,16.87,Aquatic products
202209,Crucian carp,20.37,Aquatic products
202209,Bighead carp,18.31,Aquatic products
202209,Big hairtail,38.47,Aquatic products
202209,Grass carp,17.09,Aquatic products
202209,Carp,14.67,Aquatic products
202209,Silver carp,9.8,Aquatic products
202209,Big croaker,43.56,Aquatic products
202208,Crucian carp,20.45,Aquatic products
202208,Bighead carp,18.38,Aquatic products
202208,Carp,14.79,Aquatic products
202208,Grass carp,16.84,Aquatic products
202208,Big croaker,43,Aquatic products
202208,Big hairtail,38.3,Aquatic products
202208,Silver carp,9.81,Aquatic products
202207,Crucian carp,20.37,Aquatic products
202207,Silver carp,9.8,Aquatic products
202207,Big croaker,43.91,Aquatic products
202207,Carp,14.68,Aquatic products
202207,Big hairtail,40.92,Aquatic products
202207,Bighead carp,18.73,Aquatic products
202207,Grass carp,16.85,Aquatic products
202206,Silver carp,10.07,Aquatic products
202206,Crucian carp,20.54,Aquatic products
202206,Carp,14.83,Aquatic products
202206,Big hairtail,42.26,Aquatic products
202206,Bighead carp,19.01,Aquatic products
202206,Grass carp,17.11,Aquatic products
202206,Big croaker,43.96,Aquatic products
202205,Grass carp,17.45,Aquatic products
202205,Carp,14.97,Aquatic products
202205,Big hairtail,43.12,Aquatic products
202205,Bighead carp,18.9,Aquatic products
202205,Silver carp,10.08,Aquatic products
202205,Crucian carp,21.23,Aquatic products
202205,Big croaker,44.1,Aquatic products
202204,Grass carp,17.64,Aquatic products
202204,Carp,15.4,Aquatic products
202204,Big hairtail,43.01,Aquatic products
202204,Bighead carp,19.15,Aquatic products
202204,Silver carp,10.25,Aquatic products
202204,Crucian carp,20.81,Aquatic products
202204,Big croaker,44.83,Aquatic products
202203,Grass carp,16.91,Aquatic products
202203,Carp,15.08,Aquatic products
202203,Big hairtail,42.48,Aquatic products
202203,Bighead carp,17.77,Aquatic products
202203,Silver carp,10.05,Aquatic products
202203,Crucian carp,19.92,Aquatic products
202203,Big croaker,44.72,Aquatic products
202202,Grass carp,17.54,Aquatic products
202202,Carp,15.71,Aquatic products
202202,Big hairtail,44.64,Aquatic products
202202,Bighead carp,17.3,Aquatic products
202202,Silver carp,10.49,Aquatic products
202202,Crucian carp,19.75,Aquatic products
202202,Big croaker,43.59,Aquatic products
202201,Grass carp,17.68,Aquatic products
202201,Carp,15.7,Aquatic products
202201,Big hairtail,42.76,Aquatic products
202201,Bighead carp,17.93,Aquatic products
202201,Silver carp,10.59,Aquatic products
202201,Crucian carp,19.59,Aquatic products
202201,Big croaker,43.16,Aquatic products
202112,Grass carp,17.95,Aquatic products
202112,Carp,15.92,Aquatic products
202112,Big hairtail,40.04,Aquatic products
202112,Bighead carp,18.17,Aquatic products
202112,Silver carp,10.9,Aquatic products
202112,Crucian carp,20.18,Aquatic products
202112,Big croaker,43.5,Aquatic products
202111,Grass carp,18.16,Aquatic products
202111,Carp,15.71,Aquatic products
202111,Big hairtail,40.64,Aquatic products
202111,Bighead carp,18.16,Aquatic products
202111,Silver carp,11.25,Aquatic products
202111,Crucian carp,20.29,Aquatic products
202111,Big croaker,41.8,Aquatic products
202110,Grass carp,19.18,Aquatic products
202110,Carp,15.91,Aquatic products
202110,Big hairtail,39.01,Aquatic products
202110,Bighead carp,18.97,Aquatic products
202110,Silver carp,11.43,Aquatic products
202110,Crucian carp,20.97,Aquatic products
202110,Big croaker,43.3,Aquatic products
202109,Grass carp,20.55,Aquatic products
202109,Carp,16.21,Aquatic products
202109,Big hairtail,41.44,Aquatic products
202109,Bighead carp,19.49,Aquatic products
202109,Silver carp,11.63,Aquatic products
202109,Crucian carp,22.06,Aquatic products
202109,Big croaker,44.13,Aquatic products
202308,Pear,6.94,Fruit
202308,Pineapple,6.35,Fruit
202308,Banana,5.82,Fruit
202308,Watermelon,2.43,Fruit
202308,Apple,9.27,Fruit
202308,Grape,11.81,Fruit
202307,Apple,9.26,Fruit
202307,Watermelon,3.15,Fruit
202307,Pineapple,6.42,Fruit
202307,Pear,7.28,Fruit
202307,Banana,6.02,Fruit
202307,Grape,13.13,Fruit
202306,Banana,6.49,Fruit
202306,Pineapple,5.94,Fruit
202306,Pear,7.55,Fruit
202306,Apple,9.23,Fruit
202306,Grape,15.61,Fruit
202306,Watermelon,4.01,Fruit
202305,Apple,9.14,Fruit
202305,Banana,6.46,Fruit
202305,Grape,14.76,Fruit
202305,Watermelon,5.21,Fruit
202305,Pear,7.51,Fruit
202305,Pineapple,5.26,Fruit
202304,Pineapple,5.15,Fruit
202304,Watermelon,6.6,Fruit
202304,Banana,6.51,Fruit
202304,Grape,12.94,Fruit
202304,Apple,8.92,Fruit
202304,Pear,7.26,Fruit
202303,Pear,7.6,Fruit
202303,Pineapple,5.2,Fruit
202303,Grape,12.01,Fruit
202303,Watermelon,7.31,Fruit
202303,Banana,6.33,Fruit
202303,Apple,8.88,Fruit
202302,Pineapple,5.39,Fruit
202302,Watermelon,6.11,Fruit
202302,Banana,6.19,Fruit
202302,Grape,11.09,Fruit
202302,Apple,8.73,Fruit
202302,Pear,7.64,Fruit
202301,Pineapple,5.61,Fruit
202301,Watermelon,5.72,Fruit
202301,Pear,7.83,Fruit
202301,Apple,8.83,Fruit
202301,Banana,6.07,Fruit
202301,Grape,10.99,Fruit
202212,Pear,6.09,Fruit
202212,Apple,8.42,Fruit
202212,Pineapple,5.6,Fruit
202212,Grape,10.68,Fruit
202212,Watermelon,4.77,Fruit
202212,Banana,5.9,Fruit
202211,Pineapple,5.41,Fruit
202211,Watermelon,4.03,Fruit
202211,Grape,10.98,Fruit
202211,Pear,5.66,Fruit
202211,Apple,8.4,Fruit
202211,Banana,5.58,Fruit
202210,Banana,5.5,Fruit
202210,Apple,8.32,Fruit
202210,Grape,10.8,Fruit
202210,Pear,5.44,Fruit
202210,Pineapple,5.43,Fruit
202210,Watermelon,3.51,Fruit
202209,Pear,5.9,Fruit
202209,Banana,5.68,Fruit
202209,Pineapple,5.54,Fruit
202209,Grape,10.72,Fruit
202209,Watermelon,3.37,Fruit
202209,Apple,8.51,Fruit
202208,Apple,8.41,Fruit
202208,Banana,5.76,Fruit
202208,Pear,6.31,Fruit
202208,Grape,11.57,Fruit
202208,Pineapple,5.54,Fruit
202208,Watermelon,3.11,Fruit
202207,Pineapple,5.45,Fruit
202207,Grape,12.5,Fruit
202207,Apple,8.31,Fruit
202207,Banana,5.9,Fruit
202207,Watermelon,3.16,Fruit
202207,Pear,6.83,Fruit
202206,Apple,8.13,Fruit
202206,Banana,6.42,Fruit
202206,Grape,13.22,Fruit
202206,Watermelon,3.9,Fruit
202206,Pear,6.43,Fruit
202206,Pineapple,5.36,Fruit
202205,Grape,12.65,Fruit
202205,Pear,6.3,Fruit
202205,Watermelon,5.95,Fruit
202205,Pineapple,5.25,Fruit
202205,Apple,7.88,Fruit
202205,Banana,6.78,Fruit
202204,Grape,12.08,Fruit
202204,Pear,5.51,Fruit
202204,Watermelon,7.72,Fruit
202204,Pineapple,5.34,Fruit
202204,Apple,7.26,Fruit
202204,Banana,6.6,Fruit
202203,Grape,10.02,Fruit
202203,Pear,4.74,Fruit
202203,Watermelon,7.13,Fruit
202203,Pineapple,5.65,Fruit
202203,Apple,6.91,Fruit
202203,Banana,6.36,Fruit
202202,Grape,10.23,Fruit
202202,Pear,4.76,Fruit
202202,Watermelon,7.68,Fruit
202202,Pineapple,5.86,Fruit
202202,Apple,6.92,Fruit
202202,Banana,6.43,Fruit
202201,Grape,9.06,Fruit
202201,Pear,4.29,Fruit
202201,Watermelon,7.66,Fruit
202201,Pineapple,6.25,Fruit
202201,Apple,6.62,Fruit
202201,Banana,6.13,Fruit
202112,Grape,8.68,Fruit
202112,Pear,3.98,Fruit
202112,Watermelon,6.02,Fruit
202112,Pineapple,6.45,Fruit
202112,Apple,6.66,Fruit
202112,Banana,5.57,Fruit
202111,Grape,8.27,Fruit
202111,Pear,3.92,Fruit
202111,Watermelon,5.23,Fruit
202111,Pineapple,6.81,Fruit
202111,Apple,6.63,Fruit
202111,Banana,5.19,Fruit
202110,Grape,8,Fruit
202110,Pear,3.95,Fruit
202110,Watermelon,3.85,Fruit
202110,Pineapple,6.6,Fruit
202110,Apple,6.67,Fruit
202110,Banana,4.68,Fruit
202109,Grape,8.35,Fruit
202109,Pear,4,Fruit
202109,Watermelon,2.69,Fruit
202109,Pineapple,6.24,Fruit
202109,Apple,6.62,Fruit
202109,Banana,4.77,Fruit
202308,Chicken,18.19,Livestock and poultry products
202308,Beef,71.14,Livestock and poultry products
202308,Egg,11.13,Livestock and poultry products
202308,Mutton,63.72,Livestock and poultry products
202308,Pork,22.56,Livestock and poultry products
202307,Pork,19.15,Livestock and poultry products
202307,Egg,9.7,Livestock and poultry products
202307,Beef,71.08,Livestock and poultry products
202307,Mutton,63.86,Livestock and poultry products
202307,Chicken,17.72,Livestock and poultry products
202306,Chicken,17.85,Livestock and poultry products
202306,Beef,73.72,Livestock and poultry products
202306,Mutton,65.89,Livestock and poultry products
202306,Egg,9.83,Livestock and poultry products
202306,Pork,19.12,Livestock and poultry products
202305,Egg,10.24,Livestock and poultry products
202305,Mutton,67.64,Livestock and poultry products
202305,Beef,75.97,Livestock and poultry products
202305,Pork,19.46,Livestock and poultry products
202305,Chicken,18.14,Livestock and poultry products
202304,Beef,76.54,Livestock and poultry products
202304,Mutton,68.34,Livestock and poultry products
202304,Pork,19.56,Livestock and poultry products
202304,Egg,10.48,Livestock and poultry products
202304,Chicken,18.23,Livestock and poultry products
202303,Chicken,18.33,Livestock and poultry products
202303,Egg,10.47,Livestock and poultry products
202303,Beef,77.02,Livestock and poultry products
202303,Mutton,68.87,Livestock and poultry products
202303,Pork,20.6,Livestock and poultry products
202302,Mutton,68.65,Livestock and poultry products
202302,Egg,10.32,Livestock and poultry products
202302,Chicken,18.41,Livestock and poultry products
202302,Beef,77.23,Livestock and poultry products
202302,Pork,20.97,Livestock and poultry products
202301,Chicken,18.68,Livestock and poultry products
202301,Mutton,68.48,Livestock and poultry products
202301,Pork,23.72,Livestock and poultry products
202301,Egg,11.01,Livestock and poultry products
202301,Beef,77.88,Livestock and poultry products
202212,Pork,29.22,Livestock and poultry products
202212,Mutton,67.76,Livestock and poultry products
202212,Chicken,18.95,Livestock and poultry products
202212,Egg,11.73,Livestock and poultry products
202212,Beef,77.65,Livestock and poultry products
202211,Egg,12.32,Livestock and poultry products
202211,Chicken,19.05,Livestock and poultry products
202211,Mutton,67.29,Livestock and poultry products
202211,Beef,77.74,Livestock and poultry products
202211,Pork,33.88,Livestock and poultry products
202210,Egg,12.16,Livestock and poultry products
202210,Chicken,19.19,Livestock and poultry products
202210,Mutton,67.36,Livestock and poultry products
202210,Beef,77.91,Livestock and poultry products
202210,Pork,34.16,Livestock and poultry products
202209,Egg,11.64,Livestock and poultry products
202209,Chicken,19.03,Livestock and poultry products
202209,Beef,77.27,Livestock and poultry products
202209,Mutton,67.4,Livestock and poultry products
202209,Pork,30.82,Livestock and poultry products
202208,Mutton,67.01,Livestock and poultry products
202208,Pork,29.11,Livestock and poultry products
202208,Egg,10.65,Livestock and poultry products
202208,Chicken,18.77,Livestock and poultry products
202208,Beef,76.76,Livestock and poultry products
202207,Mutton,66.17,Livestock and poultry products
202207,Beef,77.13,Livestock and poultry products
202207,Pork,29.1,Livestock and poultry products
202207,Chicken,18.21,Livestock and poultry products
202207,Egg,9.95,Livestock and poultry products
202206,Mutton,66.73,Livestock and poultry products
202206,Egg,9.82,Livestock and poultry products
202206,Pork,21.57,Livestock and poultry products
202206,Chicken,18.02,Livestock and poultry products
202206,Beef,77.64,Livestock and poultry products
202205,Beef,77.73,Livestock and poultry products
202205,Mutton,68.24,Livestock and poultry products
202205,Chicken,17.8,Livestock and poultry products
202205,Egg,10.49,Livestock and poultry products
202205,Pork,20.68,Livestock and poultry products
202204,Beef,77.5,Livestock and poultry products
202204,Mutton,70.04,Livestock and poultry products
202204,Chicken,17.96,Livestock and poultry products
202204,Egg,10.15,Livestock and poultry products
202204,Pork,18.59,Livestock and poultry products
202203,Beef,77.99,Livestock and poultry products
202203,Mutton,71.27,Livestock and poultry products
202203,Chicken,17.27,Livestock and poultry products
202203,Egg,9.11,Livestock and poultry products
202203,Pork,18.97,Livestock and poultry products
202202,Beef,78.29,Livestock and poultry products
202202,Mutton,72.61,Livestock and poultry products
202202,Chicken,17.5,Livestock and poultry products
202202,Egg,9.06,Livestock and poultry products
202202,Pork,21.46,Livestock and poultry products
202201,Beef,77.33,Livestock and poultry products
202201,Mutton,72.02,Livestock and poultry products
202201,Chicken,17.42,Livestock and poultry products
202201,Egg,9.75,Livestock and poultry products
202201,Pork,22.7,Livestock and poultry products
202112,Beef,77.21,Livestock and poultry products
202112,Mutton,71.56,Livestock and poultry products
202112,Chicken,17.38,Livestock and poultry products
202112,Egg,10.1,Livestock and poultry products
202112,Pork,24,Livestock and poultry products
202111,Beef,76.99,Livestock and poultry products
202111,Mutton,70.59,Livestock and poultry products
202111,Chicken,16.92,Livestock and poultry products
202111,Egg,10.6,Livestock and poultry products
202111,Pork,23.98,Livestock and poultry products
202110,Beef,76.67,Livestock and poultry products
202110,Mutton,70.24,Livestock and poultry products
202110,Chicken,16.88,Livestock and poultry products
202110,Egg,9.99,Livestock and poultry products
202110,Pork,19.51,Livestock and poultry products
202109,Beef,76.55,Livestock and poultry products
202109,Mutton,70.46,Livestock and poultry products
202109,Chicken,16.91,Livestock and poultry products
202109,Egg,10.47,Livestock and poultry products
202109,Pork,19.94,Livestock and poultry products
